"Eastern Date Hour","Zone Name","Zone PTID","DAM Zonal LBMP","DAM Zonal Losses","DAM Zonal Congestion","DAM Zonal Price Version"
"2015/01/01 00:00:00","CAPITL","61757","33.45","1.13","-11.71","1"
"2015/01/01 00:00:00","CENTRL","61754","21.89","-0.12","-1.41","1"
"2015/01/01 00:00:00","DUNWOD","61760","31.27","1.79","-8.88","1"
"2015/01/01 00:00:00","GENESE","61753","20.84","-0.86","-1.11","1"
"2015/01/01 00:00:00","HUD VL","61758","31.14","1.75","-8.79","1"
"2015/01/01 00:00:00","LONGIL","61762","43.73","2.6","-20.53","1"
"2015/01/01 00:00:00","MHK VL","61756","22.68","0.53","-1.54","1"
"2015/01/01 00:00:00","MILLWD","61759","31.4","1.85","-8.94","1"
"2015/01/01 00:00:00","N.Y.C.","61761","31.45","1.96","-8.89","1"
"2015/01/01 00:00:00","NORTH","61755","20.06","-0.54","0","1"
"2015/01/01 00:00:00","WEST","61752","20.77","-1.26","-1.43","1"
"2015/01/01 01:00:00","CAPITL","61757","26.9","1.11","-5.21","1"
"2015/01/01 01:00:00","CENTRL","61754","21.06","-0.14","-0.63","1"
"2015/01/01 01:00:00","DUNWOD","61760","26.34","1.81","-3.95","1"
"2015/01/01 01:00:00","GENESE","61753","20.19","-0.88","-0.49","1"
"2015/01/01 01:00:00","HUD VL","61758","26.25","1.77","-3.9","1"
"2015/01/01 01:00:00","LONGIL","61762","41.16","2.59","-17.99","1"
"2015/01/01 01:00:00","MHK VL","61756","21.76","0.49","-0.69","1"
"2015/01/01 01:00:00","MILLWD","61759","26.41","1.85","-3.97","1"
"2015/01/01 01:00:00","N.Y.C.","61761","26.49","1.96","-3.95","1"
"2015/01/01 01:00:00","NORTH","61755","20","-0.58","0","1"
"2015/01/01 01:00:00","WEST","61752","19.98","-1.23","-0.64","1"
"2015/01/01 02:00:00","CAPITL","61757","25","1.08","-4.69","1"
"2015/01/01 02:00:00","CENTRL","61754","19.64","-0.15","-0.56","1"
"2015/01/01 02:00:00","DUNWOD","61760","24.4","1.62","-3.56","1"
"2015/01/01 02:00:00","GENESE","61753","18.83","-0.85","-0.44","1"
"2015/01/01 02:00:00","HUD VL","61758","24.35","1.6","-3.52","1"
"2015/01/01 02:00:00","LONGIL","61762","37.69","2.37","-16.09","1"
"2015/01/01 02:00:00","MHK VL","61756","20.27","0.42","-0.62","1"
"2015/01/01 02:00:00","MILLWD","61759","24.49","1.67","-3.58","1"
"2015/01/01 02:00:00","N.Y.C.","61761","24.54","1.75","-3.56","1"
"2015/01/01 02:00:00","NORTH","61755","18.72","-0.52","0","1"
"2015/01/01 02:00:00","WEST","61752","18.61","-1.19","-0.57","1"
"2015/01/01 03:00:00","CAPITL","61757","24.39","1.03","-5.51","1"
"2015/01/01 03:00:00","CENTRL","61754","18.39","-0.12","-0.66","1"
"2015/01/01 03:00:00","DUNWOD","61760","23.51","1.48","-4.17","1"
"2015/01/01 03:00:00","GENESE","61753","17.6","-0.77","-0.52","1"
"2015/01/01 03:00:00","HUD VL","61758","23.44","1.46","-4.13","1"
"2015/01/01 03:00:00","LONGIL","61762","31.52","2.16","-11.51","1"
"2015/01/01 03:00:00","MHK VL","61756","18.97","0.39","-0.73","1"
"2015/01/01 03:00:00","MILLWD","61759","23.59","1.54","-4.2","1"
"2015/01/01 03:00:00","N.Y.C.","61761","23.64","1.61","-4.18","1"
"2015/01/01 03:00:00","NORTH","61755","17.35","-0.5","0","1"
"2015/01/01 03:00:00","WEST","61752","17.45","-1.07","-0.67","1"
"2015/01/01 04:00:00","CAPITL","61757","25","0.99","-6.25","1"
"2015/01/01 04:00:00","CENTRL","61754","18.39","-0.12","-0.75","1"
"2015/01/01 04:00:00","DUNWOD","61760","23.99","1.49","-4.74","1"
"2015/01/01 04:00:00","GENESE","61753","17.57","-0.78","-0.59","1"
"2015/01/01 04:00:00","HUD VL","61758","23.92","1.47","-4.69","1"
"2015/01/01 04:00:00","LONGIL","61762","30","2.17","-10.08","1"
"2015/01/01 04:00:00","MHK VL","61756","18.97","0.39","-0.82","1"
"2015/01/01 04:00:00","MILLWD","61759","24.07","1.54","-4.77","1"
"2015/01/01 04:00:00","N.Y.C.","61761","24.1","1.6","-4.74","1"
"2015/01/01 04:00:00","NORTH","61755","17.23","-0.53","0","1"
"2015/01/01 04:00:00","WEST","61752","17.46","-1.07","-0.76","1"
"2015/01/01 05:00:00","CAPITL","61757","27.27","1.04","-6.95","1"
"2015/01/01 05:00:00","CENTRL","61754","20","-0.11","-0.84","1"
"2015/01/01 05:00:00","DUNWOD","61760","26.22","1.68","-5.27","1"
"2015/01/01 05:00:00","GENESE","61753","19.13","-0.81","-0.66","1"
"2015/01/01 05:00:00","HUD VL","61758","26.13","1.64","-5.21","1"
"2015/01/01 05:00:00","LONGIL","61762","35","2.39","-13.33","1"
"2015/01/01 05:00:00","MHK VL","61756","20.6","0.41","-0.92","1"
"2015/01/01 05:00:00","MILLWD","61759","26.3","1.72","-5.31","1"
"2015/01/01 05:00:00","N.Y.C.","61761","26.32","1.77","-5.27","1"
"2015/01/01 05:00:00","NORTH","61755","18.68","-0.6","0","1"
"2015/01/01 05:00:00","WEST","61752","19.01","-1.12","-0.85","1"
"2015/01/01 06:00:00","CAPITL","61757","35.87","0.81","-20.37","1"
"2015/01/01 06:00:00","CENTRL","61754","17.07","-0.07","-2.45","1"
"2015/01/01 06:00:00","DUNWOD","61760","31.4","1.26","-15.44","1"
"2015/01/01 06:00:00","GENESE","61753","16.01","-0.62","-1.93","1"
"2015/01/01 06:00:00","HUD VL","61758","31.2","1.22","-15.29","1"
"2015/01/01 06:00:00","LONGIL","61762","32","1.84","-15.47","1"
"2015/01/01 06:00:00","MHK VL","61756","17.53","0.34","-2.49","1"
"2015/01/01 06:00:00","MILLWD","61759","31.56","1.31","-15.56","1"
"2015/01/01 06:00:00","N.Y.C.","61761","31.48","1.34","-15.45","1"
"2015/01/01 06:00:00","NORTH","61755","14.22","-0.47","0","1"
"2015/01/01 06:00:00","WEST","61752","16.42","-0.76","-2.49","1"
"2015/01/01 07:00:00","CAPITL","61757","33.52","0.98","-14.39","1"
"2015/01/01 07:00:00","CENTRL","61754","19.77","-0.11","-1.73","1"
"2015/01/01 07:00:00","DUNWOD","61760","30.59","1.52","-10.91","1"
"2015/01/01 07:00:00","GENESE","61753","18.61","-0.91","-1.36","1"
"2015/01/01 07:00:00","HUD VL","61758","30.42","1.47","-10.8","1"
"2015/01/01 07:00:00","LONGIL","61762","36.74","2.2","-16.39","1"
"2015/01/01 07:00:00","MHK VL","61756","20.33","0.42","-1.76","1"
"2015/01/01 07:00:00","MILLWD","61759","30.72","1.58","-10.99","1"
"2015/01/01 07:00:00","N.Y.C.","61761","30.57","1.51","-10.92","1"
"2015/01/01 07:00:00","NORTH","61755","17.57","-0.58","0","1"
"2015/01/01 07:00:00","WEST","61752","18.97","-0.94","-1.76","1"
"2015/01/01 08:00:00","CAPITL","61757","33.52","1.22","-11.69","1"
"2015/01/01 08:00:00","CENTRL","61754","21.84","-0.19","-1.41","1"
"2015/01/01 08:00:00","DUNWOD","61760","31.34","1.86","-8.86","1"
"2015/01/01 08:00:00","GENESE","61753","20.53","-1.2","-1.11","1"
"2015/01/01 08:00:00","HUD VL","61758","31.16","1.77","-8.77","1"
"2015/01/01 08:00:00","LONGIL","61762","37.94","2.62","-14.7","1"
"2015/01/01 08:00:00","MHK VL","61756","22.55","0.49","-1.43","1"
"2015/01/01 08:00:00","MILLWD","61759","31.46","1.92","-8.92","1"
"2015/01/01 08:00:00","N.Y.C.","61761","31.34","1.86","-8.86","1"
"2015/01/01 08:00:00","NORTH","61755","19.9","-0.72","0","1"
"2015/01/01 08:00:00","WEST","61752","20.75","-1.3","-1.43","1"
"2015/01/01 09:00:00","CAPITL","61757","35.94","1.22","-14.06","1"
"2015/01/01 09:00:00","CENTRL","61754","22.23","-0.12","-1.69","1"
"2015/01/01 09:00:00","DUNWOD","61760","33.2","1.88","-10.66","1"
"2015/01/01 09:00:00","GENESE","61753","20.94","-1.05","-1.33","1"
"2015/01/01 09:00:00","HUD VL","61758","33.05","1.84","-10.55","1"
"2015/01/01 09:00:00","LONGIL","61762","41.19","2.65","-17.88","1"
"2015/01/01 09:00:00","MHK VL","61756","22.88","0.5","-1.72","1"
"2015/01/01 09:00:00","MILLWD","61759","33.34","1.94","-10.74","1"
"2015/01/01 09:00:00","N.Y.C.","61761","33.21","1.88","-10.67","1"
"2015/01/01 09:00:00","NORTH","61755","19.92","-0.74","0","1"
"2015/01/01 09:00:00","WEST","61752","21.27","-1.12","-1.72","1"
"2015/01/01 10:00:00","CAPITL","61757","31.17","1.27","-9.16","1"
"2015/01/01 10:00:00","CENTRL","61754","21.81","-0.04","-1.1","1"
"2015/01/01 10:00:00","DUNWOD","61760","29.81","2.12","-6.94","1"
"2015/01/01 10:00:00","GENESE","61753","20.7","-0.91","-0.87","1"
"2015/01/01 10:00:00","HUD VL","61758","29.67","2.05","-6.87","1"
"2015/01/01 10:00:00","LONGIL","61762","42.83","2.86","-19.22","1"
"2015/01/01 10:00:00","MHK VL","61756","22.43","0.56","-1.12","1"
"2015/01/01 10:00:00","MILLWD","61759","29.92","2.18","-6.99","1"
"2015/01/01 10:00:00","N.Y.C.","61761","29.85","2.16","-6.95","1"
"2015/01/01 10:00:00","NORTH","61755","19.81","-0.93","0","1"
"2015/01/01 10:00:00","WEST","61752","20.89","-0.97","-1.12","1"
"2015/01/01 11:00:00","CAPITL","61757","31","1.31","-8.85","1"
"2015/01/01 11:00:00","CENTRL","61754","22.02","0.13","-1.06","1"
"2015/01/01 11:00:00","DUNWOD","61760","29.73","2.19","-6.71","1"
"2015/01/01 11:00:00","GENESE","61753","21","-0.67","-0.84","1"
"2015/01/01 11:00:00","HUD VL","61758","29.58","2.1","-6.64","1"
"2015/01/01 11:00:00","LONGIL","61762","43.57","2.94","-19.8","1"
"2015/01/01 11:00:00","MHK VL","61756","22.54","0.62","-1.08","1"
"2015/01/01 11:00:00","MILLWD","61759","29.84","2.25","-6.76","1"
"2015/01/01 11:00:00","N.Y.C.","61761","29.78","2.23","-6.72","1"
"2015/01/01 11:00:00","NORTH","61755","19.77","-1.06","0","1"
"2015/01/01 11:00:00","WEST","61752","21.27","-0.65","-1.08","1"
"2015/01/01 12:00:00","CAPITL","61757","30.05","1.31","-7.95","1"
"2015/01/01 12:00:00","CENTRL","61754","21.79","0.04","-0.96","1"
"2015/01/01 12:00:00","DUNWOD","61760","28.94","2.12","-6.02","1"
"2015/01/01 12:00:00","GENESE","61753","20.77","-0.77","-0.75","1"
"2015/01/01 12:00:00","HUD VL","61758","28.81","2.06","-5.96","1"
"2015/01/01 12:00:00","LONGIL","61762","43.62","2.87","-19.96","1"
"2015/01/01 12:00:00","MHK VL","61756","22.37","0.6","-0.97","1"
"2015/01/01 12:00:00","MILLWD","61759","29.06","2.2","-6.07","1"
"2015/01/01 12:00:00","N.Y.C.","61761","28.96","2.14","-6.03","1"
"2015/01/01 12:00:00","NORTH","61755","19.83","-0.96","0","1"
"2015/01/01 12:00:00","WEST","61752","20.93","-0.83","-0.97","1"
"2015/01/01 13:00:00","CAPITL","61757","29.49","1.33","-7.41","1"
"2015/01/01 13:00:00","CENTRL","61754","21.64","0","-0.89","1"
"2015/01/01 13:00:00","DUNWOD","61760","28.44","2.07","-5.62","1"
"2015/01/01 13:00:00","GENESE","61753","20.62","-0.83","-0.7","1"
"2015/01/01 13:00:00","HUD VL","61758","28.32","2.01","-5.56","1"
"2015/01/01 13:00:00","LONGIL","61762","45.44","2.82","-21.87","1"
"2015/01/01 13:00:00","MHK VL","61756","22.22","0.56","-0.91","1"
"2015/01/01 13:00:00","MILLWD","61759","28.55","2.14","-5.66","1"
"2015/01/01 13:00:00","N.Y.C.","61761","28.46","2.09","-5.62","1"
"2015/01/01 13:00:00","NORTH","61755","19.84","-0.91","0","1"
"2015/01/01 13:00:00","WEST","61752","20.76","-0.89","-0.91","1"
"2015/01/01 14:00:00","CAPITL","61757","28.49","1.33","-6.4","1"
"2015/01/01 14:00:00","CENTRL","61754","21.58","0.04","-0.77","1"
"2015/01/01 14:00:00","DUNWOD","61760","27.71","2.1","-4.85","1"
"2015/01/01 14:00:00","GENESE","61753","20.56","-0.81","-0.61","1"
"2015/01/01 14:00:00","HUD VL","61758","27.6","2.04","-4.8","1"
"2015/01/01 14:00:00","LONGIL","61762","45","2.85","-21.39","1"
"2015/01/01 14:00:00","MHK VL","61756","22.11","0.56","-0.78","1"
"2015/01/01 14:00:00","MILLWD","61759","27.79","2.14","-4.88","1"
"2015/01/01 14:00:00","N.Y.C.","61761","27.74","2.12","-4.85","1"
"2015/01/01 14:00:00","NORTH","61755","19.81","-0.96","0","1"
"2015/01/01 14:00:00","WEST","61752","20.78","-0.77","-0.78","1"
"2015/01/01 15:00:00","CAPITL","61757","29.99","1.33","-7.87","1"
"2015/01/01 15:00:00","CENTRL","61754","21.8","0.06","-0.95","1"
"2015/01/01 15:00:00","DUNWOD","61760","28.88","2.12","-5.96","1"
"2015/01/01 15:00:00","GENESE","61753","20.77","-0.77","-0.74","1"
"2015/01/01 15:00:00","HUD VL","61758","28.75","2.06","-5.9","1"
"2015/01/01 15:00:00","LONGIL","61762","44.1","2.87","-20.44","1"
"2015/01/01 15:00:00","MHK VL","61756","22.32","0.56","-0.96","1"
"2015/01/01 15:00:00","MILLWD","61759","28.96","2.16","-6.01","1"
"2015/01/01 15:00:00","N.Y.C.","61761","28.9","2.14","-5.97","1"
"2015/01/01 15:00:00","NORTH","61755","19.81","-0.98","0","1"
"2015/01/01 15:00:00","WEST","61752","21.05","-0.71","-0.96","1"
"2015/01/01 16:00:00","CAPITL","61757","36.88","1.46","-12.67","1"
"2015/01/01 16:00:00","CENTRL","61754","24.44","0.16","-1.52","1"
"2015/01/01 16:00:00","DUNWOD","61760","34.7","2.34","-9.6","1"
"2015/01/01 16:00:00","GENESE","61753","23.25","-0.71","-1.2","1"
"2015/01/01 16:00:00","HUD VL","61758","34.6","2.34","-9.5","1"
"2015/01/01 16:00:00","LONGIL","61762","50.01","3.25","-24.01","1"
"2015/01/01 16:00:00","MHK VL","61756","25.03","0.73","-1.55","1"
"2015/01/01 16:00:00","MILLWD","61759","34.86","2.44","-9.67","1"
"2015/01/01 16:00:00","N.Y.C.","61761","34.77","2.41","-9.61","1"
"2015/01/01 16:00:00","NORTH","61755","21.59","-1.16","0","1"
"2015/01/01 16:00:00","WEST","61752","23.6","-0.71","-1.55","1"
"2015/01/01 17:00:00","CAPITL","61757","53.2","2.17","-19.15","1"
"2015/01/01 17:00:00","CENTRL","61754","34.57","0.38","-2.3","1"
"2015/01/01 17:00:00","DUNWOD","61760","49.62","3.22","-14.52","1"
"2015/01/01 17:00:00","GENESE","61753","32.93","-0.77","-1.81","1"
"2015/01/01 17:00:00","HUD VL","61758","49.53","3.28","-14.37","1"
"2015/01/01 17:00:00","LONGIL","61762","64.75","4.5","-28.37","1"
"2015/01/01 17:00:00","MHK VL","61756","35.41","1.18","-2.34","1"
"2015/01/01 17:00:00","MILLWD","61759","49.95","3.44","-14.62","1"
"2015/01/01 17:00:00","N.Y.C.","61761","49.66","3.25","-14.53","1"
"2015/01/01 17:00:00","NORTH","61755","30","-1.88","0","1"
"2015/01/01 17:00:00","WEST","61752","33.37","-0.86","-2.34","1"
"2015/01/01 18:00:00","CAPITL","61757","46.42","2.03","-14.18","1"
"2015/01/01 18:00:00","CENTRL","61754","32.35","0.42","-1.7","1"
"2015/01/01 18:00:00","DUNWOD","61760","44.08","3.11","-10.75","1"
"2015/01/01 18:00:00","GENESE","61753","30.9","-0.66","-1.34","1"
"2015/01/01 18:00:00","HUD VL","61758","44","3.14","-10.64","1"
"2015/01/01 18:00:00","LONGIL","61762","61.28","4.29","-26.77","1"
"2015/01/01 18:00:00","MHK VL","61756","33.04","1.09","-1.74","1"
"2015/01/01 18:00:00","MILLWD","61759","44.34","3.29","-10.83","1"
"2015/01/01 18:00:00","N.Y.C.","61761","44.15","3.17","-10.75","1"
"2015/01/01 18:00:00","NORTH","61755","28.32","-1.9","0","1"
"2015/01/01 18:00:00","WEST","61752","31.26","-0.69","-1.73","1"
"2015/01/01 19:00:00","CAPITL","61757","41.55","1.59","-15.09","1"
"2015/01/01 19:00:00","CENTRL","61754","26.98","0.3","-1.81","1"
"2015/01/01 19:00:00","DUNWOD","61760","38.92","2.61","-11.44","1"
"2015/01/01 19:00:00","GENESE","61753","25.75","-0.55","-1.43","1"
"2015/01/01 19:00:00","HUD VL","61758","38.78","2.59","-11.32","1"
"2015/01/01 19:00:00","LONGIL","61762","53.98","3.58","-25.53","1"
"2015/01/01 19:00:00","MHK VL","61756","27.53","0.82","-1.85","1"
"2015/01/01 19:00:00","MILLWD","61759","39.1","2.71","-11.52","1"
"2015/01/01 19:00:00","N.Y.C.","61761","39.02","2.71","-11.44","1"
"2015/01/01 19:00:00","NORTH","61755","23.3","-1.57","0","1"
"2015/01/01 19:00:00","WEST","61752","26.17","-0.55","-1.85","1"
"2015/01/01 20:00:00","CAPITL","61757","37","1.52","-11.31","1"
"2015/01/01 20:00:00","CENTRL","61754","25.84","0.31","-1.36","1"
"2015/01/01 20:00:00","DUNWOD","61760","35.35","2.61","-8.57","1"
"2015/01/01 20:00:00","GENESE","61753","24.75","-0.48","-1.07","1"
"2015/01/01 20:00:00","HUD VL","61758","35.21","2.56","-8.49","1"
"2015/01/01 20:00:00","LONGIL","61762","50.46","3.55","-22.74","1"
"2015/01/01 20:00:00","MHK VL","61756","26.3","0.75","-1.38","1"
"2015/01/01 20:00:00","MILLWD","61759","35.46","2.66","-8.64","1"
"2015/01/01 20:00:00","N.Y.C.","61761","35.5","2.75","-8.58","1"
"2015/01/01 20:00:00","NORTH","61755","22.52","-1.64","0","1"
"2015/01/01 20:00:00","WEST","61752","25.09","-0.46","-1.38","1"
"2015/01/01 21:00:00","CAPITL","61757","34.5","1.37","-10.62","1"
"2015/01/01 21:00:00","CENTRL","61754","23.97","0.18","-1.28","1"
"2015/01/01 21:00:00","DUNWOD","61760","32.95","2.39","-8.05","1"
"2015/01/01 21:00:00","GENESE","61753","22.87","-0.65","-1.01","1"
"2015/01/01 21:00:00","HUD VL","61758","32.82","2.34","-7.97","1"
"2015/01/01 21:00:00","LONGIL","61762","46.57","3.26","-20.8","1"
"2015/01/01 21:00:00","MHK VL","61756","24.51","0.7","-1.3","1"
"2015/01/01 21:00:00","MILLWD","61759","33.1","2.48","-8.11","1"
"2015/01/01 21:00:00","N.Y.C.","61761","33.11","2.54","-8.05","1"
"2015/01/01 21:00:00","NORTH","61755","21.3","-1.22","0","1"
"2015/01/01 21:00:00","WEST","61752","23.11","-0.7","-1.3","1"
"2015/01/01 22:00:00","CAPITL","61757","29.87","1.43","-5.06","1"
"2015/01/01 22:00:00","CENTRL","61754","24.16","0.16","-0.61","1"
"2015/01/01 22:00:00","DUNWOD","61760","29.75","2.53","-3.84","1"
"2015/01/01 22:00:00","GENESE","61753","23.24","-0.63","-0.48","1"
"2015/01/01 22:00:00","HUD VL","61758","29.66","2.48","-3.8","1"
"2015/01/01 22:00:00","LONGIL","61762","43.66","3.44","-16.83","1"
"2015/01/01 22:00:00","MHK VL","61756","24.69","0.68","-0.62","1"
"2015/01/01 22:00:00","MILLWD","61759","29.82","2.57","-3.86","1"
"2015/01/01 22:00:00","N.Y.C.","61761","29.99","2.76","-3.84","1"
"2015/01/01 22:00:00","NORTH","61755","22.1","-1.29","0","1"
"2015/01/01 22:00:00","WEST","61752","23.54","-0.47","-0.62","1"
"2015/01/01 23:00:00","CAPITL","61757","28.01","1.16","-6.03","1"
"2015/01/01 23:00:00","CENTRL","61754","21.72","0.19","-0.72","1"
"2015/01/01 23:00:00","DUNWOD","61760","27.48","2.1","-4.57","1"
"2015/01/01 23:00:00","GENESE","61753","21.07","-0.31","-0.57","1"
"2015/01/01 23:00:00","HUD VL","61758","27.37","2.04","-4.52","1"
"2015/01/01 23:00:00","LONGIL","61762","40.97","2.91","-17.25","1"
"2015/01/01 23:00:00","MHK VL","61756","22.25","0.65","-0.79","1"
"2015/01/01 23:00:00","MILLWD","61759","27.54","2.12","-4.6","1"
"2015/01/01 23:00:00","N.Y.C.","61761","27.68","2.29","-4.58","1"
"2015/01/01 23:00:00","NORTH","61755","19.87","-0.94","0","1"
"2015/01/01 23:00:00","WEST","61752","21.28","-0.27","-0.74","1"
"2015/01/02 00:00:00","CAPITL","61757","30.47","1.01","-10.09","1"
"2015/01/02 00:00:00","CENTRL","61754","20.41","-0.17","-1.21","1"
"2015/01/02 00:00:00","DUNWOD","61760","28.65","1.63","-7.65","1"
"2015/01/02 00:00:00","GENESE","61753","19.36","-0.97","-0.95","1"
"2015/01/02 00:00:00","HUD VL","61758","28.6","1.67","-7.57","1"
"2015/01/02 00:00:00","LONGIL","61762","34.94","2.36","-13.21","1"
"2015/01/02 00:00:00","MHK VL","61756","21.21","0.48","-1.36","1"
"2015/01/02 00:00:00","MILLWD","61759","28.74","1.67","-7.71","1"
"2015/01/02 00:00:00","N.Y.C.","61761","28.77","1.74","-7.66","1"
"2015/01/02 00:00:00","NORTH","61755","18.9","-0.47","0","1"
"2015/01/02 00:00:00","WEST","61752","19.34","-1.26","-1.23","1"
"2015/01/02 01:00:00","CAPITL","61757","29.78","0.94","-11.35","1"
"2015/01/02 01:00:00","CENTRL","61754","18.69","-0.16","-1.37","1"
"2015/01/02 01:00:00","DUNWOD","61760","27.52","1.43","-8.6","1"
"2015/01/02 01:00:00","GENESE","61753","17.68","-0.87","-1.07","1"
"2015/01/02 01:00:00","HUD VL","61758","27.5","1.5","-8.51","1"
"2015/01/02 01:00:00","LONGIL","61762","32","2.11","-12.4","1"
"2015/01/02 01:00:00","MHK VL","61756","19.43","0.42","-1.53","1"
"2015/01/02 01:00:00","MILLWD","61759","27.63","1.49","-8.67","1"
"2015/01/02 01:00:00","N.Y.C.","61761","27.61","1.52","-8.61","1"
"2015/01/02 01:00:00","NORTH","61755","16.99","-0.49","0","1"
"2015/01/02 01:00:00","WEST","61752","17.73","-1.14","-1.39","1"
"2015/01/02 02:00:00","CAPITL","61757","25.5","0.96","-6.77","1"
"2015/01/02 02:00:00","CENTRL","61754","18.41","-0.18","-0.81","1"
"2015/01/02 02:00:00","DUNWOD","61760","24.36","1.46","-5.13","1"
"2015/01/02 02:00:00","GENESE","61753","17.51","-0.91","-0.64","1"
"2015/01/02 02:00:00","HUD VL","61758","24.36","1.51","-5.08","1"
"2015/01/02 02:00:00","LONGIL","61762","27.95","2.13","-8.04","1"
"2015/01/02 02:00:00","MHK VL","61756","19.09","0.41","-0.91","1"
"2015/01/02 02:00:00","MILLWD","61759","24.45","1.51","-5.17","1"
"2015/01/02 02:00:00","N.Y.C.","61761","24.41","1.51","-5.13","1"
"2015/01/02 02:00:00","NORTH","61755","17.27","-0.5","0","1"
"2015/01/02 02:00:00","WEST","61752","17.44","-1.15","-0.83","1"
"2015/01/02 03:00:00","CAPITL","61757","25","0.98","-6.24","1"
"2015/01/02 03:00:00","CENTRL","61754","18.37","-0.16","-0.75","1"
"2015/01/02 03:00:00","DUNWOD","61760","23.97","1.46","-4.73","1"
"2015/01/02 03:00:00","GENESE","61753","17.48","-0.89","-0.59","1"
"2015/01/02 03:00:00","HUD VL","61758","23.97","1.51","-4.68","1"
"2015/01/02 03:00:00","LONGIL","61762","26.82","2.11","-6.93","1"
"2015/01/02 03:00:00","MHK VL","61756","19.03","0.41","-0.84","1"
"2015/01/02 03:00:00","MILLWD","61759","24.04","1.49","-4.77","1"
"2015/01/02 03:00:00","N.Y.C.","61761","24.01","1.49","-4.74","1"
"2015/01/02 03:00:00","NORTH","61755","17.3","-0.48","0","1"
"2015/01/02 03:00:00","WEST","61752","17.42","-1.12","-0.76","1"
"2015/01/02 04:00:00","CAPITL","61757","25","0.98","-6.15","1"
"2015/01/02 04:00:00","CENTRL","61754","18.45","-0.16","-0.74","1"
"2015/01/02 04:00:00","DUNWOD","61760","23.99","1.47","-4.66","1"
"2015/01/02 04:00:00","GENESE","61753","17.54","-0.91","-0.58","1"
"2015/01/02 04:00:00","HUD VL","61758","24","1.52","-4.61","1"
"2015/01/02 04:00:00","LONGIL","61762","27.3","2.13","-7.31","1"
"2015/01/02 04:00:00","MHK VL","61756","19.11","0.41","-0.83","1"
"2015/01/02 04:00:00","MILLWD","61759","24.06","1.5","-4.7","1"
"2015/01/02 04:00:00","N.Y.C.","61761","24.03","1.5","-4.66","1"
"2015/01/02 04:00:00","NORTH","61755","17.39","-0.48","0","1"
"2015/01/02 04:00:00","WEST","61752","17.44","-1.18","-0.75","1"
"2015/01/02 05:00:00","CAPITL","61757","25.93","1.05","-4.28","1"
"2015/01/02 05:00:00","CENTRL","61754","20.97","-0.14","-0.52","1"
"2015/01/02 05:00:00","DUNWOD","61760","25.62","1.77","-3.25","1"
"2015/01/02 05:00:00","GENESE","61753","20.04","-0.97","-0.41","1"
"2015/01/02 05:00:00","HUD VL","61758","25.63","1.81","-3.21","1"
"2015/01/02 05:00:00","LONGIL","61762","30.75","2.55","-7.59","1"
"2015/01/02 05:00:00","MHK VL","61756","21.63","0.45","-0.58","1"
"2015/01/02 05:00:00","MILLWD","61759","25.7","1.83","-3.27","1"
"2015/01/02 05:00:00","N.Y.C.","61761","25.68","1.83","-3.25","1"
"2015/01/02 05:00:00","NORTH","61755","20.17","-0.43","0","1"
"2015/01/02 05:00:00","WEST","61752","19.87","-1.26","-0.52","1"
"2015/01/02 06:00:00","CAPITL","61757","27.39","1.1","-5.58","1"
"2015/01/02 06:00:00","CENTRL","61754","21.42","0.04","-0.67","1"
"2015/01/02 06:00:00","DUNWOD","61760","26.91","1.97","-4.23","1"
"2015/01/02 06:00:00","GENESE","61753","20.49","-0.74","-0.53","1"
"2015/01/02 06:00:00","HUD VL","61758","26.86","1.97","-4.19","1"
"2015/01/02 06:00:00","LONGIL","61762","36.06","2.79","-12.56","1"
"2015/01/02 06:00:00","MHK VL","61756","22.09","0.68","-0.7","1"
"2015/01/02 06:00:00","MILLWD","61759","26.98","2.01","-4.26","1"
"2015/01/02 06:00:00","N.Y.C.","61761","27.03","2.09","-4.23","1"
"2015/01/02 06:00:00","NORTH","61755","20.21","-0.5","0","1"
"2015/01/02 06:00:00","WEST","61752","20.37","-1.01","-0.68","1"
"2015/01/02 07:00:00","CAPITL","61757","33.35","1.02","-11.55","1"
"2015/01/02 07:00:00","CENTRL","61754","22.2","0.04","-1.39","1"
"2015/01/02 07:00:00","DUNWOD","61760","31.61","2.08","-8.75","1"
"2015/01/02 07:00:00","GENESE","61753","21","-0.87","-1.09","1"
"2015/01/02 07:00:00","HUD VL","61758","31.5","2.06","-8.67","1"
"2015/01/02 07:00:00","LONGIL","61762","40.03","2.95","-16.3","1"
"2015/01/02 07:00:00","MHK VL","61756","22.92","0.73","-1.41","1"
"2015/01/02 07:00:00","MILLWD","61759","31.72","2.12","-8.82","1"
"2015/01/02 07:00:00","N.Y.C.","61761","31.76","2.22","-8.76","1"
"2015/01/02 07:00:00","NORTH","61755","20.2","-0.58","0","1"
"2015/01/02 07:00:00","WEST","61752","21.27","-0.93","-1.43","1"
"2015/01/02 08:00:00","CAPITL","61757","31.82","1.37","-7.24","1"
"2015/01/02 08:00:00","CENTRL","61754","24.15","0.07","-0.87","1"
"2015/01/02 08:00:00","DUNWOD","61760","31.23","2.53","-5.49","1"
"2015/01/02 08:00:00","GENESE","61753","22.92","-0.97","-0.68","1"
"2015/01/02 08:00:00","HUD VL","61758","31.08","2.44","-5.43","1"
"2015/01/02 08:00:00","LONGIL","61762","41.95","3.48","-15.26","1"
