"Eastern Date Hour","Zone Name","Zone PTID","DAM Zonal LBMP","DAM Zonal Losses","DAM Zonal Congestion","DAM Zonal Price Version"
"2016/01/01 02:00:00","LONGIL","61762","20.19","1.25","-9.49","1"
"2016/01/01 02:00:00","MHK VL","61756","11.14","0.21","-1.48","1"
"2016/01/01 02:00:00","MILLWD","61759","18.67","0.87","-8.35","1"
"2016/01/01 02:00:00","N.Y.C.","61761","18.65","0.89","-8.31","1"
"2016/01/01 02:00:00","NORTH","61755","9","-0.45","0","1"
"2016/01/01 02:00:00","WEST","61752","10.82","0.03","-1.34","1"
"2016/01/01 03:00:00","CAPITL","61757","21.07","0.63","-10.7","1"
"2016/01/01 03:00:00","CENTRL","61754","11.07","0.1","-1.23","1"
"2016/01/01 03:00:00","DUNWOD","61760","18.64","0.87","-8.03","1"
"2016/01/01 03:00:00","GENESE","61753","10.6","-0.14","-1","1"
"2016/01/01 03:00:00","HUD VL","61758","18.55","0.86","-7.95","1"
"2016/01/01 03:00:00","LONGIL","61762","20","1.27","-8.99","1"
"2016/01/01 03:00:00","MHK VL","61756","11.39","0.21","-1.43","1"
"2016/01/01 03:00:00","MILLWD","61759","18.71","0.89","-8.08","1"
"2016/01/01 03:00:00","N.Y.C.","61761","18.68","0.91","-8.04","1"
"2016/01/01 03:00:00","NORTH","61755","9.28","-0.46","0","1"
"2016/01/01 03:00:00","WEST","61752","11.05","0.02","-1.29","1"
"2016/01/01 04:00:00","CAPITL","61757","22.44","0.57","-13.19","1"
"2016/01/01 04:00:00","CENTRL","61754","10.29","0.09","-1.52","1"
"2016/01/01 04:00:00","DUNWOD","61760","19.36","0.77","-9.9","1"
"2016/01/01 04:00:00","GENESE","61753","9.8","-0.11","-1.23","1"
"2016/01/01 04:00:00","HUD VL","61758","19.24","0.76","-9.8","1"
"2016/01/01 04:00:00","LONGIL","61762","20","1.13","-10.19","1"
"2016/01/01 04:00:00","MHK VL","61756","10.64","0.19","-1.77","1"
"2016/01/01 04:00:00","MILLWD","61759","19.44","0.79","-9.96","1"
"2016/01/01 04:00:00","N.Y.C.","61761","19.4","0.81","-9.91","1"
"2016/01/01 04:00:00","NORTH","61755","8.28","-0.41","0","1"
"2016/01/01 04:00:00","WEST","61752","10.3","0.03","-1.59","1"
"2016/01/01 05:00:00","CAPITL","61757","25.48","0.58","-15.9","1"
"2016/01/01 05:00:00","CENTRL","61754","10.91","0.09","-1.83","1"
"2016/01/01 05:00:00","DUNWOD","61760","21.75","0.82","-11.94","1"
"2016/01/01 05:00:00","GENESE","61753","10.34","-0.14","-1.48","1"
"2016/01/01 05:00:00","HUD VL","61758","21.61","0.79","-11.82","1"
"2016/01/01 05:00:00","LONGIL","61762","22.4","1.19","-12.22","1"
"2016/01/01 05:00:00","MHK VL","61756","11.33","0.21","-2.13","1"
"2016/01/01 05:00:00","MILLWD","61759","21.85","0.84","-12.01","1"
"2016/01/01 05:00:00","N.Y.C.","61761","21.78","0.84","-11.95","1"
"2016/01/01 05:00:00","NORTH","61755","8.59","-0.4","0","1"
"2016/01/01 05:00:00","WEST","61752","10.92","0","-1.92","1"
"2016/01/01 06:00:00","CAPITL","61757","26.65","0.48","-18.34","1"
"2016/01/01 06:00:00","CENTRL","61754","10.01","0.06","-2.13","1"
"2016/01/01 06:00:00","DUNWOD","61760","22.35","0.76","-13.77","1"
"2016/01/01 06:00:00","GENESE","61753","9.34","-0.2","-1.71","1"
"2016/01/01 06:00:00","HUD VL","61758","22.18","0.72","-13.64","1"
"2016/01/01 06:00:00","LONGIL","61762","23.93","1.07","-15.04","1"
"2016/01/01 06:00:00","MHK VL","61756","10.29","0.19","-2.28","1"
"2016/01/01 06:00:00","MILLWD","61759","22.44","0.77","-13.86","1"
"2016/01/01 06:00:00","N.Y.C.","61761","22.38","0.78","-13.78","1"
"2016/01/01 06:00:00","NORTH","61755","7.47","-0.35","0","1"
"2016/01/01 06:00:00","WEST","61752","9.96","-0.08","-2.22","1"
"2016/01/01 07:00:00","CAPITL","61757","28.89","0.39","-22.07","1"
"2016/01/01 07:00:00","CENTRL","61754","9.02","0.03","-2.56","1"
"2016/01/01 07:00:00","DUNWOD","61760","23.61","0.61","-16.57","1"
"2016/01/01 07:00:00","GENESE","61753","8.25","-0.24","-2.06","1"
"2016/01/01 07:00:00","HUD VL","61758","23.44","0.59","-16.42","1"
"2016/01/01 07:00:00","LONGIL","61762","25.59","0.89","-18.27","1"
"2016/01/01 07:00:00","MHK VL","61756","9.34","0.16","-2.75","1"
"2016/01/01 07:00:00","MILLWD","61759","23.72","0.62","-16.67","1"
"2016/01/01 07:00:00","N.Y.C.","61761","23.63","0.62","-16.58","1"
"2016/01/01 07:00:00","NORTH","61755","6.15","-0.28","0","1"
"2016/01/01 07:00:00","WEST","61752","8.95","-0.15","-2.67","1"
"2016/01/01 08:00:00","CAPITL","61757","25.91","0.66","-15.34","1"
"2016/01/01 08:00:00","CENTRL","61754","11.74","0.05","-1.78","1"
"2016/01/01 08:00:00","DUNWOD","61760","22.45","1.03","-11.52","1"
"2016/01/01 08:00:00","GENESE","61753","10.92","-0.42","-1.43","1"
"2016/01/01 08:00:00","HUD VL","61758","22.3","0.98","-11.41","1"
"2016/01/01 08:00:00","LONGIL","61762","25.43","1.46","-14.07","1"
"2016/01/01 08:00:00","MHK VL","61756","12.11","0.3","-1.91","1"
"2016/01/01 08:00:00","MILLWD","61759","22.54","1.04","-11.59","1"
"2016/01/01 08:00:00","N.Y.C.","61761","22.49","1.06","-11.52","1"
"2016/01/01 08:00:00","NORTH","61755","9.33","-0.57","0","1"
"2016/01/01 08:00:00","WEST","61752","11.44","-0.33","-1.86","1"
"2016/01/01 09:00:00","CAPITL","61757","30.88","0.57","-21.73","1"
"2016/01/01 09:00:00","CENTRL","61754","11.15","0.05","-2.52","1"
"2016/01/01 09:00:00","DUNWOD","61760","25.78","0.9","-16.31","1"
"2016/01/01 09:00:00","GENESE","61753","10.26","-0.34","-2.03","1"
"2016/01/01 09:00:00","HUD VL","61758","25.59","0.86","-16.16","1"
"2016/01/01 09:00:00","LONGIL","61762","26.15","1.25","-16.32","1"
"2016/01/01 09:00:00","MHK VL","61756","11.55","0.27","-2.7","1"
"2016/01/01 09:00:00","MILLWD","61759","25.9","0.91","-16.42","1"
"2016/01/01 09:00:00","N.Y.C.","61761","25.82","0.93","-16.32","1"
"2016/01/01 09:00:00","NORTH","61755","8.06","-0.51","0","1"
"2016/01/01 09:00:00","WEST","61752","10.94","-0.27","-2.63","1"
"2016/01/01 10:00:00","CAPITL","61757","32.35","0.57","-22.95","1"
"2016/01/01 10:00:00","CENTRL","61754","11.53","0.04","-2.66","1"
"2016/01/01 10:00:00","DUNWOD","61760","26.98","0.93","-17.23","1"
"2016/01/01 10:00:00","GENESE","61753","10.61","-0.35","-2.14","1"
"2016/01/01 10:00:00","HUD VL","61758","26.79","0.89","-17.07","1"
"2016/01/01 10:00:00","LONGIL","61762","31.97","1.26","-21.88","1"
"2016/01/01 10:00:00","MHK VL","61756","11.98","0.3","-2.86","1"
"2016/01/01 10:00:00","MILLWD","61759","27.11","0.94","-17.34","1"
"2016/01/01 10:00:00","N.Y.C.","61761","27.02","0.95","-17.24","1"
"2016/01/01 10:00:00","NORTH","61755","8.31","-0.52","0","1"
"2016/01/01 10:00:00","WEST","61752","11.27","-0.34","-2.78","1"
"2016/01/01 11:00:00","CAPITL","61757","35.12","0.49","-27.2","1"
"2016/01/01 11:00:00","CENTRL","61754","10.63","0.04","-3.16","1"
"2016/01/01 11:00:00","DUNWOD","61760","28.62","0.77","-20.42","1"
"2016/01/01 11:00:00","GENESE","61753","9.69","-0.27","-2.54","1"
"2016/01/01 11:00:00","HUD VL","61758","28.41","0.75","-20.23","1"
"2016/01/01 11:00:00","LONGIL","61762","34.83","1.05","-26.34","1"
"2016/01/01 11:00:00","MHK VL","61756","11.07","0.25","-3.38","1"
"2016/01/01 11:00:00","MILLWD","61759","28.77","0.79","-20.55","1"
"2016/01/01 11:00:00","N.Y.C.","61761","28.65","0.8","-20.43","1"
"2016/01/01 11:00:00","NORTH","61755","6.98","-0.45","0","1"
"2016/01/01 11:00:00","WEST","61752","10.47","-0.25","-3.29","1"
"2016/01/01 12:00:00","CAPITL","61757","34.49","0.5","-26.47","1"
"2016/01/01 12:00:00","CENTRL","61754","10.64","0.05","-3.07","1"
"2016/01/01 12:00:00","DUNWOD","61760","28.18","0.79","-19.87","1"
"2016/01/01 12:00:00","GENESE","61753","9.71","-0.28","-2.47","1"
"2016/01/01 12:00:00","HUD VL","61758","27.97","0.76","-19.69","1"
"2016/01/01 12:00:00","LONGIL","61762","33.91","1.07","-25.33","1"
"2016/01/01 12:00:00","MHK VL","61756","11.07","0.26","-3.29","1"
"2016/01/01 12:00:00","MILLWD","61759","28.32","0.8","-20","1"
"2016/01/01 12:00:00","N.Y.C.","61761","28.2","0.8","-19.88","1"
"2016/01/01 12:00:00","NORTH","61755","7.05","-0.47","0","1"
"2016/01/01 12:00:00","WEST","61752","10.47","-0.26","-3.2","1"
"2016/01/01 13:00:00","CAPITL","61757","33.36","0.52","-24.91","1"
"2016/01/01 13:00:00","CENTRL","61754","10.86","0.04","-2.89","1"
"2016/01/01 13:00:00","DUNWOD","61760","27.46","0.83","-18.7","1"
"2016/01/01 13:00:00","GENESE","61753","9.94","-0.32","-2.32","1"
"2016/01/01 13:00:00","HUD VL","61758","27.26","0.8","-18.53","1"
"2016/01/01 13:00:00","LONGIL","61762","32.12","1.13","-23.06","1"
"2016/01/01 13:00:00","MHK VL","61756","11.29","0.26","-3.1","1"
"2016/01/01 13:00:00","MILLWD","61759","27.6","0.85","-18.82","1"
"2016/01/01 13:00:00","N.Y.C.","61761","27.5","0.86","-18.71","1"
"2016/01/01 13:00:00","NORTH","61755","7.46","-0.47","0","1"
"2016/01/01 13:00:00","WEST","61752","10.63","-0.31","-3.02","1"
"2016/01/01 14:00:00","CAPITL","61757","32.95","0.52","-24.38","1"
"2016/01/01 14:00:00","CENTRL","61754","10.92","0.04","-2.83","1"
"2016/01/01 14:00:00","DUNWOD","61760","27.2","0.85","-18.3","1"
"2016/01/01 14:00:00","GENESE","61753","10","-0.33","-2.28","1"
"2016/01/01 14:00:00","HUD VL","61758","27","0.81","-18.13","1"
"2016/01/01 14:00:00","LONGIL","61762","32.13","1.15","-22.92","1"
"2016/01/01 14:00:00","MHK VL","61756","11.35","0.27","-3.03","1"
"2016/01/01 14:00:00","MILLWD","61759","27.34","0.86","-18.42","1"
"2016/01/01 14:00:00","N.Y.C.","61761","27.24","0.88","-18.31","1"
"2016/01/01 14:00:00","NORTH","61755","7.58","-0.48","0","1"
"2016/01/01 14:00:00","WEST","61752","10.69","-0.31","-2.95","1"
"2016/01/01 15:00:00","CAPITL","61757","30.24","0.55","-20.93","1"
"2016/01/01 15:00:00","CENTRL","61754","11.24","0.04","-2.43","1"
"2016/01/01 15:00:00","DUNWOD","61760","25.4","0.93","-15.71","1"
"2016/01/01 15:00:00","GENESE","61753","10.36","-0.36","-1.95","1"
"2016/01/01 15:00:00","HUD VL","61758","25.22","0.88","-15.57","1"
"2016/01/01 15:00:00","LONGIL","61762","32.64","1.25","-22.62","1"
"2016/01/01 15:00:00","MHK VL","61756","11.64","0.27","-2.6","1"
"2016/01/01 15:00:00","MILLWD","61759","25.52","0.95","-15.81","1"
"2016/01/01 15:00:00","N.Y.C.","61761","25.44","0.96","-15.72","1"
"2016/01/01 15:00:00","NORTH","61755","8.26","-0.51","0","1"
"2016/01/01 15:00:00","WEST","61752","10.95","-0.35","-2.53","1"
"2016/01/01 16:00:00","CAPITL","61757","38.29","0.66","-27.35","1"
"2016/01/01 16:00:00","CENTRL","61754","13.49","0.03","-3.17","1"
"2016/01/01 16:00:00","DUNWOD","61760","31.94","1.12","-20.53","1"
"2016/01/01 16:00:00","GENESE","61753","12.39","-0.45","-2.55","1"
"2016/01/01 16:00:00","HUD VL","61758","31.71","1.08","-20.34","1"
"2016/01/01 16:00:00","LONGIL","61762","40","1.53","-28.18","1"
"2016/01/01 16:00:00","MHK VL","61756","14.04","0.35","-3.4","1"
"2016/01/01 16:00:00","MILLWD","61759","32.09","1.14","-20.66","1"
"2016/01/01 16:00:00","N.Y.C.","61761","31.99","1.16","-20.54","1"
"2016/01/01 16:00:00","NORTH","61755","9.71","-0.58","0","1"
"2016/01/01 16:00:00","WEST","61752","13.1","-0.49","-3.31","1"
"2016/01/01 17:00:00","CAPITL","61757","58.89","1.17","-40.71","1"
"2016/01/01 17:00:00","CENTRL","61754","22.05","0.14","-4.91","1"
"2016/01/01 17:00:00","DUNWOD","61760","49.49","1.92","-30.55","1"
"2016/01/01 17:00:00","GENESE","61753","20.28","-0.53","-3.8","1"
"2016/01/01 17:00:00","HUD VL","61758","49.17","1.89","-30.28","1"
"2016/01/01 17:00:00","LONGIL","61762","50.26","2.64","-30.61","1"
"2016/01/01 17:00:00","MHK VL","61756","22.62","0.54","-5.07","1"
"2016/01/01 17:00:00","MILLWD","61759","49.73","1.97","-30.75","1"
"2016/01/01 17:00:00","N.Y.C.","61761","49.55","1.97","-30.57","1"
"2016/01/01 17:00:00","NORTH","61755","16.09","-0.92","0","1"
"2016/01/01 17:00:00","WEST","61752","24.01","-0.68","-7.68","1"
"2016/01/01 18:00:00","CAPITL","61757","44.38","1.2","-25.73","1"
"2016/01/01 18:00:00","CENTRL","61754","20.64","0.21","-2.99","1"
"2016/01/01 18:00:00","DUNWOD","61760","38.74","1.99","-19.32","1"
"2016/01/01 18:00:00","GENESE","61753","19.42","-0.42","-2.4","1"
"2016/01/01 18:00:00","HUD VL","61758","38.53","1.95","-19.14","1"
"2016/01/01 18:00:00","LONGIL","61762","42.53","2.72","-22.37","1"
"2016/01/01 18:00:00","MHK VL","61756","21.2","0.56","-3.2","1"
"2016/01/01 18:00:00","MILLWD","61759","38.92","2.04","-19.44","1"
"2016/01/01 18:00:00","N.Y.C.","61761","38.82","2.06","-19.33","1"
"2016/01/01 18:00:00","NORTH","61755","16.36","-1.08","0","1"
"2016/01/01 18:00:00","WEST","61752","20.01","-0.54","-3.11","1"
"2016/01/01 19:00:00","CAPITL","61757","42.88","1.07","-26.02","1"
"2016/01/01 19:00:00","CENTRL","61754","18.96","0.16","-3.02","1"
"2016/01/01 19:00:00","DUNWOD","61760","37.07","1.75","-19.53","1"
"2016/01/01 19:00:00","GENESE","61753","17.8","-0.41","-2.43","1"
"2016/01/01 19:00:00","HUD VL","61758","36.86","1.72","-19.35","1"
"2016/01/01 19:00:00","LONGIL","61762","37.76","2.4","-19.58","1"
"2016/01/01 19:00:00","MHK VL","61756","19.51","0.49","-3.24","1"
"2016/01/01 19:00:00","MILLWD","61759","37.24","1.8","-19.65","1"
"2016/01/01 19:00:00","N.Y.C.","61761","37.14","1.81","-19.54","1"
"2016/01/01 19:00:00","NORTH","61755","14.86","-0.93","0","1"
"2016/01/01 19:00:00","WEST","61752","18.4","-0.54","-3.15","1"
"2016/01/01 20:00:00","CAPITL","61757","42.94","0.74","-31.31","1"
"2016/01/01 20:00:00","CENTRL","61754","14.58","0.05","-3.63","1"
"2016/01/01 20:00:00","DUNWOD","61760","35.55","1.15","-23.5","1"
"2016/01/01 20:00:00","GENESE","61753","13.39","-0.42","-2.92","1"
"2016/01/01 20:00:00","HUD VL","61758","35.31","1.13","-23.28","1"
"2016/01/01 20:00:00","LONGIL","61762","36.59","1.6","-24.09","1"
"2016/01/01 20:00:00","MHK VL","61756","15.09","0.3","-3.9","1"
"2016/01/01 20:00:00","MILLWD","61759","35.72","1.18","-23.65","1"
"2016/01/01 20:00:00","N.Y.C.","61761","35.59","1.19","-23.51","1"
"2016/01/01 20:00:00","NORTH","61755","10.26","-0.63","0","1"
"2016/01/01 20:00:00","WEST","61752","14.23","-0.45","-3.79","1"
"2016/01/01 21:00:00","CAPITL","61757","38.72","0.62","-29.04","1"
"2016/01/01 21:00:00","CENTRL","61754","12.47","0.04","-3.37","1"
"2016/01/01 21:00:00","DUNWOD","61760","31.82","0.96","-21.8","1"
"2016/01/01 21:00:00","GENESE","61753","11.4","-0.37","-2.71","1"
"2016/01/01 21:00:00","HUD VL","61758","31.6","0.93","-21.6","1"
"2016/01/01 21:00:00","LONGIL","61762","37.43","1.34","-27.03","1"
"2016/01/01 21:00:00","MHK VL","61756","12.92","0.24","-3.61","1"
"2016/01/01 21:00:00","MILLWD","61759","31.99","0.99","-21.94","1"
"2016/01/01 21:00:00","N.Y.C.","61761","31.88","1.01","-21.81","1"
"2016/01/01 21:00:00","NORTH","61755","8.56","-0.51","0","1"
"2016/01/01 21:00:00","WEST","61752","12.17","-0.41","-3.51","1"
"2016/01/01 22:00:00","CAPITL","61757","31.65","0.49","-23.67","1"
"2016/01/01 22:00:00","CENTRL","61754","10.25","0.02","-2.75","1"
"2016/01/01 22:00:00","DUNWOD","61760","26.05","0.8","-17.76","1"
"2016/01/01 22:00:00","GENESE","61753","9.39","-0.31","-2.21","1"
"2016/01/01 22:00:00","HUD VL","61758","25.86","0.77","-17.6","1"
"2016/01/01 22:00:00","LONGIL","61762","29.55","1.09","-20.97","1"
"2016/01/01 22:00:00","MHK VL","61756","10.61","0.18","-2.94","1"
"2016/01/01 22:00:00","MILLWD","61759","26.18","0.82","-17.88","1"
"2016/01/01 22:00:00","N.Y.C.","61761","26.11","0.85","-17.78","1"
"2016/01/01 22:00:00","NORTH","61755","7.11","-0.38","0","1"
"2016/01/01 22:00:00","WEST","61752","10.05","-0.31","-2.86","1"
"2016/01/01 23:00:00","CAPITL","61757","27.81","0.63","-17.09","1"
"2016/01/01 23:00:00","CENTRL","61754","12.15","0.08","-1.98","1"
"2016/01/01 23:00:00","DUNWOD","61760","23.92","1","-12.83","1"
"2016/01/01 23:00:00","GENESE","61753","11.41","-0.27","-1.59","1"
"2016/01/01 23:00:00","HUD VL","61758","23.77","0.97","-12.71","1"
"2016/01/01 23:00:00","LONGIL","61762","28.26","1.43","-16.74","1"
"2016/01/01 23:00:00","MHK VL","61756","12.49","0.27","-2.13","1"
"2016/01/01 23:00:00","MILLWD","61759","24.02","1.02","-12.91","1"
"2016/01/01 23:00:00","N.Y.C.","61761","23.98","1.05","-12.84","1"
"2016/01/01 23:00:00","NORTH","61755","9.61","-0.48","0","1"
"2016/01/01 23:00:00","WEST","61752","11.93","-0.23","-2.07","1"
"2016/01/02 00:00:00","CAPITL","61757","29.14","0.69","-18.09","1"
"2016/01/02 00:00:00","CENTRL","61754","12.57","0.09","-2.12","1"
"2016/01/02 00:00:00","DUNWOD","61760","24.89","0.94","-13.59","1"
"2016/01/02 00:00:00","GENESE","61753","11.85","-0.19","-1.68","1"
"2016/01/02 00:00:00","HUD VL","61758","24.7","0.89","-13.46","1"
"2016/01/02 00:00:00","LONGIL","61762","32.49","1.39","-20.75","1"
"2016/01/02 00:00:00","MHK VL","61756","12.95","0.27","-2.33","1"
"2016/01/02 00:00:00","MILLWD","61759","25","0.95","-13.69","1"
"2016/01/02 00:00:00","N.Y.C.","61761","24.98","1.03","-13.6","1"
"2016/01/02 00:00:00","NORTH","61755","9.81","-0.54","0","1"
"2016/01/02 00:00:00","WEST","61752","12.4","-0.14","-2.19","1"
"2016/01/02 01:00:00","CAPITL","61757","24.3","0.69","-13.37","1"
"2016/01/02 01:00:00","CENTRL","61754","11.92","0.11","-1.57","1"
"2016/01/02 01:00:00","DUNWOD","61760","21.24","0.95","-10.05","1"
"2016/01/02 01:00:00","GENESE","61753","11.32","-0.16","-1.25","1"
"2016/01/02 01:00:00","HUD VL","61758","21.11","0.92","-9.95","1"
"2016/01/02 01:00:00","LONGIL","61762","24.93","1.39","-13.3","1"
"2016/01/02 01:00:00","MHK VL","61756","12.22","0.26","-1.72","1"
"2016/01/02 01:00:00","MILLWD","61759","21.33","0.97","-10.12","1"
"2016/01/02 01:00:00","N.Y.C.","61761","21.3","1.01","-10.05","1"
"2016/01/02 01:00:00","NORTH","61755","9.66","-0.57","0","1"
"2016/01/02 01:00:00","WEST","61752","11.79","-0.07","-1.62","1"
"2016/01/02 02:00:00","CAPITL","61757","24.25","0.64","-13.45","1"
"2016/01/02 02:00:00","CENTRL","61754","11.8","0.07","-1.58","1"
"2016/01/02 02:00:00","DUNWOD","61760","21.16","0.9","-10.11","1"
"2016/01/02 02:00:00","GENESE","61753","11.2","-0.2","-1.25","1"
"2016/01/02 02:00:00","HUD VL","61758","21.04","0.87","-10.01","1"
"2016/01/02 02:00:00","LONGIL","61762","23.23","1.35","-11.72","1"
"2016/01/02 02:00:00","MHK VL","61756","12.12","0.23","-1.73","1"
"2016/01/02 02:00:00","MILLWD","61759","21.25","0.91","-10.18","1"
"2016/01/02 02:00:00","N.Y.C.","61761","21.21","0.94","-10.11","1"
"2016/01/02 02:00:00","NORTH","61755","9.62","-0.54","0","1"
"2016/01/02 02:00:00","WEST","61752","11.63","-0.15","-1.63","1"
"2016/01/02 03:00:00","CAPITL","61757","23.68","0.64","-12.81","1"
"2016/01/02 03:00:00","CENTRL","61754","11.8","0.07","-1.5","1"
"2016/01/02 03:00:00","DUNWOD","61760","20.75","0.9","-9.62","1"
"2016/01/02 03:00:00","GENESE","61753","11.2","-0.22","-1.19","1"
"2016/01/02 03:00:00","HUD VL","61758","20.62","0.87","-9.53","1"
"2016/01/02 03:00:00","LONGIL","61762","22.8","1.35","-11.22","1"
"2016/01/02 03:00:00","MHK VL","61756","12.12","0.25","-1.65","1"
"2016/01/02 03:00:00","MILLWD","61759","20.84","0.92","-9.69","1"
"2016/01/02 03:00:00","N.Y.C.","61761","20.79","0.94","-9.63","1"
"2016/01/02 03:00:00","NORTH","61755","9.73","-0.49","0","1"
"2016/01/02 03:00:00","WEST","61752","11.6","-0.17","-1.55","1"
"2016/01/02 04:00:00","CAPITL","61757","22.55","0.63","-11.86","1"
"2016/01/02 04:00:00","CENTRL","61754","11.52","0.07","-1.39","1"
"2016/01/02 04:00:00","DUNWOD","61760","19.85","0.89","-8.91","1"
"2016/01/02 04:00:00","GENESE","61753","10.96","-0.2","-1.1","1"
"2016/01/02 04:00:00","HUD VL","61758","19.73","0.85","-8.82","1"
"2016/01/02 04:00:00","LONGIL","61762","22.38","1.33","-11","1"
"2016/01/02 04:00:00","MHK VL","61756","11.82","0.23","-1.53","1"
"2016/01/02 04:00:00","MILLWD","61759","19.92","0.89","-8.97","1"
"2016/01/02 04:00:00","N.Y.C.","61761","19.9","0.94","-8.91","1"
"2016/01/02 04:00:00","NORTH","61755","9.56","-0.49","0","1"
"2016/01/02 04:00:00","WEST","61752","11.32","-0.17","-1.44","1"
"2016/01/02 05:00:00","CAPITL","61757","24.04","0.75","-11.92","1"
"2016/01/02 05:00:00","CENTRL","61754","12.84","0.07","-1.4","1"
"2016/01/02 05:00:00","DUNWOD","61760","21.35","1.02","-8.95","1"
"2016/01/02 05:00:00","GENESE","61753","12.26","-0.23","-1.11","1"
"2016/01/02 05:00:00","HUD VL","61758","21.21","0.97","-8.87","1"
"2016/01/02 05:00:00","LONGIL","61762","25.13","1.5","-12.25","1"
"2016/01/02 05:00:00","MHK VL","61756","13.17","0.26","-1.53","1"
"2016/01/02 05:00:00","MILLWD","61759","21.42","1.02","-9.02","1"
"2016/01/02 05:00:00","N.Y.C.","61761","21.39","1.06","-8.96","1"
"2016/01/02 05:00:00","NORTH","61755","10.85","-0.52","0","1"
"2016/01/02 05:00:00","WEST","61752","12.66","-0.16","-1.44","1"
"2016/01/02 06:00:00","CAPITL","61757","18.03","0.67","-6.71","1"
"2016/01/02 06:00:00","CENTRL","61754","11.49","0.05","-0.79","1"
"2016/01/02 06:00:00","DUNWOD","61760","16.74","1.04","-5.04","1"
"2016/01/02 06:00:00","GENESE","61753","11.01","-0.27","-0.62","1"
"2016/01/02 06:00:00","HUD VL","61758","16.6","0.96","-4.99","1"
"2016/01/02 06:00:00","LONGIL","61762","24.81","1.49","-12.67","1"
"2016/01/02 06:00:00","MHK VL","61756","11.78","0.27","-0.86","1"
"2016/01/02 06:00:00","MILLWD","61759","16.77","1.04","-5.08","1"
"2016/01/02 06:00:00","N.Y.C.","61761","16.78","1.09","-5.04","1"
"2016/01/02 06:00:00","NORTH","61755","10.19","-0.46","0","1"
"2016/01/02 06:00:00","WEST","61752","11.17","-0.3","-0.81","1"
"2016/01/02 07:00:00","CAPITL","61757","24.69","0.6","-14.37","1"
"2016/01/02 07:00:00","CENTRL","61754","11.48","0.07","-1.69","1"
"2016/01/02 07:00:00","DUNWOD","61760","21.49","0.97","-10.79","1"
"2016/01/02 07:00:00","GENESE","61753","10.74","-0.32","-1.34","1"
"2016/01/02 07:00:00","HUD VL","61758","21.35","0.93","-10.69","1"
"2016/01/02 07:00:00","LONGIL","61762","28.46","1.39","-17.34","1"
"2016/01/02 07:00:00","MHK VL","61756","11.87","0.29","-1.85","1"
"2016/01/02 07:00:00","MILLWD","61759","21.58","0.98","-10.87","1"
"2016/01/02 07:00:00","N.Y.C.","61761","21.51","0.99","-10.8","1"
"2016/01/02 07:00:00","NORTH","61755","9.23","-0.5","0","1"
"2016/01/02 07:00:00","WEST","61752","11.22","-0.24","-1.74","1"
"2016/01/02 08:00:00","CAPITL","61757","17.68","1","-2.39","1"
"2016/01/02 08:00:00","CENTRL","61754","14.61","0.04","-0.28","1"
"2016/01/02 08:00:00","DUNWOD","61760","17.65","1.57","-1.79","1"
"2016/01/02 08:00:00","GENESE","61753","13.91","-0.6","-0.22","1"
